Gene ID	Blood RGR	Female gametocyte conversion rate	Male gametocyte conversion rate	Female fertility rate	Male fertility rate	Oocyst conversion rate	Sporozoite conversion rate	Liver conversion rate	Blood SD	Female gametocyte SD	Male gametocyte SD	Female fertility SD	Male fertility SD	Oocyst SD	Sporozoite SD	Liver SD
PBANKA_0104600	0.979627097	-0.2019371575950479	-0.3626810695678248	-6.32573840738813	-0.0672861511704038	-2.834703564	0.8755239	-3.315284909	0.057608751	0.2388425742029553	0.2232881905695475	0.885614797401563	0.279046553500597	1.77792014	2.073851829	2.871027268
PBANKA_0104700	0.831217691	-0.4513743827985515	-0.1732972249441744	-1.64795275346539	0.181309923310744	-1.176138339	-0.580854417	-0.569472262	0.089121817	0.0692078561163171	0.0867025994975684	0.180651716971923	0.0812538362857203	0.08800239	0.085056088	0.297501841
PBANKA_0104900	0.360714069			-4.40253954184299	-3.41108698644186	-4.026450696	1.106787419	0.508901334	0.053200329			0.100300932043728	0.268512409634034	0.809755924	0.982661027	1.203737411
PBANKA_0105100	1.051915466	0.3081470048103496	0.1994730613030591	-1.42555064236941	-0.282856945837974	-0.212875322	-0.294402288	0.05749306	0.074429734	0.2944373628801017	0.3034196987565255	0.498611928984651	0.0995033610477681	0.687985963	0.683182091	0.743550027
PBANKA_0105200	0.861071547	-0.1764823534619359	-0.0788080502116319	-0.528517803184841	-0.452519774270957	-0.081882902	-0.511842371	0.186564951	0.077943743	0.2146782969070778	0.195389790634808	0.0968948181938341	0.0846677014870478	0.082505706	0.08059636	0.245863033
PBANKA_0105300	0.901844886	-2.653073835039166	-2.687653350087586	-5.23124844767022	-2.36099927029775	-3.862130233	-0.221928863	-2.423292787	0.113997976	0.2461647484915266	0.1822489822758505	0.511910425667855	1.00867598845918	0.170323293	0.198719935	0.631252436
PBANKA_0105500	0.230340132			-1.70353861939128	-1.46531842051759	-2.564820584	-0.963051598	7.532942799	0.041164395			0.241577272051553	0.404293960171176	1.860459225	1.130778167	1.360359864
PBANKA_0105700	0.968013816					-0.843821583	-0.154738204	-1.01931019	0.068119347					0.094005656	0.093457077	0.203290229
PBANKA_0105800	0.979667346	-0.0081202937309773	-0.0102709094821443	0.960854561523224	0.411669546272947	0.320370936	-1.976526121	-1.618150347	0.079397746	0.1704539517665651	0.1606972605053791	0.205761983222693	0.258843573570464	0.683957265	0.143865848	0.295793843
PBANKA_0105900	0.770170847	-0.2264213412702175	-0.1790293626204709	-0.0032850862609051	-0.35552178323788	0.335715989	-0.417923685	-6.370586277	0.129134358	0.2046327660251854	0.2438718275433557	0.0968616576606075	0.440004910043695	0.156317104	0.110842533	0.75440306
PBANKA_0106000	0.819534974	-0.3617302879826561	0.2746686264238767	-2.46779565580041	-2.55595022880231	-3.886864806	-1.023002535	-3.218753789	0.08559735	0.5659817659559361	0.4628618024670664	0.389463864585063	1.2434353273382	0.535198461	0.712619339	1.138451378
PBANKA_0106200	1.016958916	-1.465362879742744	-1.612446876333075	0.286958595436471	-9.95689786688508	-0.84644472	-0.457841819	-0.322360827	0.052005146	0.2069486000208216	0.2438124734090807	0.254965260455132	0.385204709939326	0.183201185	0.177993542	0.157297121
PBANKA_0106300	0.795965086			-0.320124621700916	-0.426167846639769	-0.653777817	0.249418657	0.546569145	0.072714796			0.454711448800276	0.143089596881247	1.040264099	0.998847318	0.880898657
PBANKA_0106600	0.822784044	0.0422757217383326	-0.248847535170215	-1.31153356133976	-2.96192768991535	-1.03445905	-0.360908889	-0.618234637	0.071835455	0.2667496682261134	0.2673102420795132	0.157460107308144	0.0935750119898254	0.129919321	0.128468219	0.509032198
PBANKA_0107200	1.051368228	0.0256040800114533	0.1196293539204678	0.434753331183106	-0.200352867553923	-0.28704182	-0.330290159	-0.682343171	0.04854784	0.1872484877438762	0.1227897078106265	0.165098640779981	0.0863316412760818	0.051369306	0.064592581	0.138158194
PBANKA_0107300	0.633020719			-1.6035008725038	-0.827193793555424	-4.179160522	-1.843002073	2.729636965	0.118561741			0.519900285002407	0.36242670728592	1.332713482	1.057166181	1.403535643
PBANKA_0107400	0.941239334	-0.6464839317407769	-0.6503578579809921	-0.790293338210952	-1.14204368141084	-0.721613448	-0.706838882	0.97132384	0.077855358	0.134601312111869	0.1311351488647168	0.16878359108048	0.530075341226785	0.262382748	0.133758113	0.457471131
PBANKA_0107700	0.418922928			-5.44209035259114	-2.54407010366645	-0.598403821	-0.193936154	3.765729746	0.050479678			0.272774937497765	0.313814425763449	1.436773566	0.831227292	0.73360082
PBANKA_0108200	0.560067345	-0.1825837911886401	0.4128682708290974			-0.409748715	0.218046001	2.856833196	0.08829644	0.3572236245189483	0.1623071285510779			0.156276942	0.109195284	0.574578082
PBANKA_0108700	0.317040382			0.0310171199013378	-0.757831557731922	-2.984867389	-0.767304285	1.176001404	0.03727864			0.443639475260388	0.415629417289953	1.299492729	0.831227292	0.728889191
PBANKA_0108900	1.044141292	0.4464362188474463	-0.1349555299488664	-1.26372567455868	-1.18688069946787	-0.976797727	-0.662551848	-2.061597218	0.078221225	0.314958602761798	0.233235924290298	0.0843794100908789	0.299263901211723	0.178571849	0.174760003	0.214598349
PBANKA_0109200	0.742162701	0.1985811682637617	0.3306398892144726	-0.382608269659263	0.130880288686915	-1.043413153	-0.329896688	2.274019054	0.07419656	0.2556027086062982	0.3055713287362941	0.389355228692579	0.725972074203673	0.473003598	0.293482741	0.609074091
PBANKA_0109400	0.940829731	0.1007325712355883	0.182923687487816	-0.398982077494312	-0.0584337738882635	-0.329485471	-0.156737922	-0.668075156	0.092823159	0.222967561034084	0.2156252354426685	0.362936032381695	0.388229081113797	0.101403154	0.089883438	0.277625806
PBANKA_0109500	0.812330568			-1.49827526396609	0.417109177897088	-2.27329698	0.187834361	-1.991827721	0.041744928			0.270479579422059	0.110642665396487	0.493453428	0.732500772	0.704701974
PBANKA_0109600	0.910177996	0.0475871166000179	0.6093619756997075	-6.72284520166595	-1.18155480728328	-1.264461408	0.465173735	-7.778929074	0.055254299	0.3564996080238755	0.3305161286803245	0.351294534069146	0.514667278810136	0.947455546	0.241409145	0.915711109
PBANKA_0109700	0.720482127			-1.56078527095497	-0.243596008637689	-0.979743034	-0.118430288	1.289735219	0.092787483			0.289590719216125	0.246720494910881	0.118590423	0.122519058	0.446990235
PBANKA_0110000	0.617561946			-2.2094812674497	0.147584304448916	-0.907420793	-3.356364843	1.556452997	0.094620942			1.28200395946851	0.107554955523098	0.311432592	0.506825187	0.664457962
PBANKA_0110100	0.387774409	0.8709132016557226	0.7368140450790142			-0.609143597	0.976670792	4.026723142	0.105873156	0.1577539024086609	0.1601312514031684			3.250830651	3.757442526	3.918657902
PBANKA_0110400	0.818116599	0.0972292149149099	-0.0143877157286844	-2.24094509498318	-1.3324971941463	-1.144047283	-2.168473647	-3.069219644	0.047856306	0.5970606135496321	0.6415968764026335	0.160438975334935	0.102732780427133	0.265547991	0.372475538	0.613591535
PBANKA_0111100	0.72444343	-0.613199125468649	-0.701825837703018	-1.63481860825194	-0.257040034714576	-0.554600134	-0.33984322	1.376978372	0.249795337	0.3296517098259227	0.4136470529462852	0.532026406681193	0.665066914128651	0.122557979	0.137268077	1.080838698
PBANKA_0111600	1.00753387	-0.0714130109623237	0.1128028085757672	-0.0420257289690568	0.0123315039102189	-0.26949451	-0.542907597	-0.094977896	0.04807129	0.1151005891126804	0.145495667368643	0.0656510760633954	0.085833066205739	0.12439913	0.07531804	0.270832824
PBANKA_0112500	0.934667816	-0.1525423265288555	0.0844609260003988	-0.152405973140752	-0.525716256009832	-0.493465011	0.018634159	-2.255605974	0.068576565	0.1334334676831698	0.1215137024205372	0.445359559374088	0.653258320414999	0.167357124	0.154067543	0.241875119
PBANKA_0112641	0.79727141	-0.3754835115190733	0.2283198504072992	-1.19056160047052	-0.521092104858974	-0.404588283	-0.042022288	0.425660237	0.104905697	0.2732986594677329	0.2244986870711015	0.150515197938413	0.217930333794947	0.406832358	0.181385462	0.753939824
PBANKA_0202300	0.48032798								0.279850113							
PBANKA_0202600	0.38576352			-0.356940064585572	-0.905713197926847	-1.515164461	-1.056735864	3.939159986	0.076157541			0.148652569396553	0.617464995011662	0.240793968	0.33815891	0.973116171
PBANKA_0202700	0.970232619	0.0539558906380618	-0.7531513371738019	-1.2845760236617	-9.0170482858816	-1.048844283	-0.845560985	-1.165266471	0.078992351	0.0951965595789819	0.1044190192174598	0.358090439421331	0.103820639313885	0.191623327	0.214738032	0.363143626
PBANKA_0202900	0.314265567					-0.031249879	-0.19204703	5.009831656	0.105582439					1.466321425	0.849557101	1.224179335
PBANKA_0203000	0.58634052			-0.0772302326086382	-2.93836287960559	-0.92897821	0.065654907	1.905564548	0.05083997			0.133232962111358	0.343364969093469	0.2811548	0.26183968	0.576968675
PBANKA_0203300	0.362284796					-1.945453544	0.387868894	3.289421938	0.110155879					3.241770708	3.757442526	3.932974358
PBANKA_0203500	0.88768971	1.322252691849316	1.164623233873065	0.0768101198868679	0.0948494314378965	-0.185296776	-0.593078716	0.200695956	0.091159215	0.5119529707415176	0.5012712851298904	0.138042719864566	0.28692566292645	0.109101617	0.103841903	0.305168693
PBANKA_0203900	0.281724003			-3.47012889459203	-3.61530375030997	-0.031249879	-0.192117054	5.482936823	0.052804123			0.175158304687687	0.321123394646001	1.466321425	0.850055251	0.869591449
PBANKA_0204200	0.958574265	-0.0930725957869914	-0.1422954469493366	0.0510644960022302	-5.90886328851004	-1.128341551	-0.18611785	-0.398078658	0.062105797	0.0845117191360107	0.1203139581664201	0.298171981894991	0.335485901582999	0.259867427	0.240511284	0.224385309
PBANKA_0205100	0.98725951	-0.1455934702748486	-0.0086273177689039	-0.92617446725941	-0.0123142352156981	-1.098417874	-0.554572569	-0.243359237	0.068215952	0.070800826675963	0.0680372073313754	0.258784516488754	0.0912324681493243	0.071484506	0.07013655	0.193590659
PBANKA_0205800	0.251757766					-0.031249879	-0.192117054	5.969675439	0.076376005					1.466321425	0.850055251	1.141206517
PBANKA_0206100	0.92179563	-0.0564452011334839	-0.0438005900006772	0.0300697959487739	0.527397978412988	-0.040070026	-1.698596282	-0.023002025	0.082254854	0.2441324749015266	0.2348926812539554	0.303530947483559	0.204076812192877	0.148212088	0.195668986	0.267370255
PBANKA_0206500	0.739108711					-0.653777817	-0.139935391	1.233469424	0.187442928					1.040264099	1.023201887	1.08992209
PBANKA_0206700	0.854465411	0.0574507991030524	0.4323130388623352	0.235270731407027	0.55501861145556	0.395862886	-1.00417769	-1.751399248	0.079515779	0.1828732741117348	0.1609187308690627	0.171743912650964	0.179462222571824	0.224960357	0.164767745	0.444596817
PBANKA_0207100	0.465302378			1.0331261794339	0.69713981017431	-0.323848815	-0.094725031	-0.781240033	0.050665624			0.399915626864836	0.413498793870643	0.252683156	0.158304718	0.524417221
PBANKA_0207300	0.98701094	0.3174420249612104	0.3649524649483237	-1.2564983489892	0.142356796496173	-0.10625646	-0.368442686	-0.46275092	0.077078999	0.3325708701639514	0.3936803574144535	0.111887158923851	0.461543804871018	0.149190436	0.152462803	0.220978858
PBANKA_0207900	0.285724385					0.736968641	-0.802700205	7.773243821	0.081322898					1.033003572	0.868012142	1.395425029
PBANKA_0208300	0.954804907	-1.781465731406912	-2.377143977103767	-2.48664257072835	-4.97542897026434	-0.973653641	-0.635110749	0.812623306	0.066491241	0.1901424600051405	0.2225042409036109	1.79411240616772	0.208653550543272	0.644466653	0.745033836	0.878998263
PBANKA_0208400	0.992658546								0.045376822							
PBANKA_0209000	0.475286422	0.0275251890334105	-0.2237204804996223	-0.431130079953464	0.201044819274669	0.515682925	-0.235923342	2.067916548	0.078087027	0.4875426636016173	0.5258770916282601	0.29237881133071	0.113421290020114	0.222212	0.182186361	0.724271702
PBANKA_0209200	0.97438004	-0.1421612012345932	0.4047681424151774	0.302885362950787	0.526430830563095	-0.323384535	-1.853902505	-0.165280103	0.052665031	0.4651889109048655	0.4667890240114393	0.0698799425858598	0.291678403309822	0.400385353	0.113838637	0.191263714
PBANKA_0209600	0.871763533	0.4718229844204411	0.1917763068105047	1.0205118936839	-1.46700668543992	-0.132374052	-0.12823829	1.964708916	0.182547719	0.331771416354245	0.3352838328107597	0.069836536304149	0.950396623745714	0.231869725	0.233442145	0.753405061
PBANKA_0209700	0.986056591	0.0196526881572836	0.0519836361260814	-0.367490801281754	0.0374201311860049	-0.23583334	-0.429134126	-0.953789948	0.041611255	0.3985485066168277	0.2729126493759572	0.210440468181234	0.144206663644873	0.063231131	0.065230823	0.13234065
PBANKA_0209900	1.031955262	-0.209100791409597	-0.1744935993364884	-0.166380575033424	-0.467614411447477	-0.29901527	-0.618423801	-3.175392073	0.039736323	0.1960209842502492	0.2051151851002189	0.535288306442629	0.264821939131986	0.140909923	0.136901472	0.146976759
PBANKA_0210100	0.987950442	0.4418374026732434	0.4508138695178831	0.374128097880838	-0.669880314998133	-0.22540612	-0.72891751	0.016296816	0.054895707	0.2449052591702571	0.2140597464646118	0.768365333592041	0.538862179025328	0.147524827	0.093633999	0.317550616
PBANKA_0210300	0.717394489			0.0240604097207258	-1.09346683236804	-1.202620989	0.37833989	-2.377049744	0.252633973			0.216026502592	0.132139496978966	0.50782486	0.552599638	1.019588412
PBANKA_0211400	0.978412743	-0.0982914900284874	-0.1550712667623698	0.21600352916403	-1.83637719319523	-0.310317381	-0.043537093	-0.233307279	0.052585325	0.1251801593602762	0.1297795667504321	0.452960920416156	0.355659920433915	0.088872514	0.085862938	0.162717548
PBANKA_0212000	0.995763545	-0.2825670996860559	-0.3685677133884368	-0.272961723249973	-0.203273900187244	-0.610144819	-0.382460907	-0.638782038	0.084607446	0.133978712735623	0.1506254103212244	0.112689266854993	0.285158459039987	0.396118626	0.376774996	0.500369096
PBANKA_0212300	0.934352995	-0.0752574648208243	0.0698580715643323	-5.59763130870817	-0.0748646590198645	-1.365499175	-0.721902748	-0.788313018	0.064343393	0.2427346079336209	0.1701496875936899	0.941307807642504	0.13354938778971	0.098941373	0.105048308	0.230345106
PBANKA_0213300	0.954602374	-0.0128749579290308	-0.2658717403060994	1.21159958093355	-0.364699358347735	0.023925412	-0.161767022	-0.20077482	0.0475037	0.3137677999902115	0.3082278312922715	0.205943772678817	0.171446434060539	0.059237721	0.066850029	0.146597426
PBANKA_0213900	1.026842105	-0.1681111568046327	-0.1373922363152242	-0.197296030888812	-1.42676562096055	-0.780386696	-0.646093393	-1.655646526	0.067350633	0.190157012426894	0.1644178938975644	0.0770008495253188	0.112151447744913	0.139563599	0.140145403	0.180569267
PBANKA_0214200	1.015661295	0.476155126103942	0.4617793284381	-0.118407647919956	0.228600973470306	-0.317542595	-0.400083045	-0.914821917	0.060865987	0.2477898424656306	0.2354441939519683	1.10322106983999	0.540422432754628	0.06847608	0.065798315	0.170254855
PBANKA_0214400	0.719436299					0.12205907	0.19247036	-6.6286986	0.076109404					0.714558218	0.314592277	1.426667102
PBANKA_0214500	0.970726036	-0.1208687892357431	-0.1299123192151409	-0.181779973614779	-0.387146159630634	-0.516996472	-1.513709744	-0.059335907	0.030435142	0.2248566974807222	0.2195488648584364	0.199197229064724	0.133403473683453	0.11891878	0.175618308	0.1052483
PBANKA_0214600	0.814913155	-0.0842058236292853	-0.1328290575443561	-1.28352654643114	0.0619019604583171	-0.663370393	-0.479345565	0.764988129	0.064252303	0.5413227366164802	0.5560053199369187	0.0971592368046177	0.336324279281669	0.093744037	0.098517984	0.303255975
PBANKA_0300600	0.853575379	-0.9131944868428074	-0.3987818871697954	0.909364549745602	-0.0490352293794286	0.513539446	-1.872983125	1.367060352	0.105141839	0.5490695176433141	0.4859344888634708	0.113034065905718	0.0864181482687123	0.238276811	0.38106883	0.677672039
PBANKA_0301000	0.937668294	0.2117520855648682	0.4007926497463222	-1.00846744888521	-0.345799657460063	-0.682756488	-0.962625668	0.776377931	0.040125563	0.3701577248365466	0.3692612311439195	0.293011562202588	0.225640829988652	0.200099444	0.214944811	0.229193945
PBANKA_0610100	0.977493723								0.280044262							
PBANKA_0301400	0.951182226	0.4877951283662956	0.8652586557150478	0.760018340763073	-8.02653737319541	-0.947553592	0.262720644	-1.185020772	0.057333673	0.217839972470744	0.1827384302828024	0.156991686211855	0.215374689228538	0.083421321	0.076572787	0.171568813
PBANKA_0301700	0.220803303			-2.18726245731686	-7.28819232193582	-2.863690391	-3.90693414	6.349382477	0.063397297			0.488379649081703	0.216517285131416	0.500809042	0.770320081	1.42090935
PBANKA_0301800	1.016077246	0.1630169835087202	0.2971531912212368	0.326853452037402	-6.52219367084244	-1.441899091	0.133972767	-0.99562507	0.040446834	0.3867143300676663	0.2613890358946762	0.0868577981005463	0.201684163233561	0.210597012	0.180022278	0.215706988
PBANKA_0302100	1.002363327	0.0129265730512853	0.0696114094544126	0.729932672093994	-1.71395984929476	-0.89542078	-0.552434321	-0.676044512	0.03694466	0.2748418504240896	0.2615118976564192	0.510472827368386	0.466860346491884	0.121422882	0.130226664	0.166255215
PBANKA_0302300	0.291583596			-3.10876125141368	-3.18968290551015	-1.338838555	-0.92831737	6.277080815	0.051814018			0.0978728525227038	0.825023022203358	0.167174771	0.201945162	0.533230843
PBANKA_0302400	0.717067988	0.314647264756897	0.1987221996822384	-1.14125700694316	-0.0714495527604746	-0.066627891	-0.296556787	1.125589534	0.041256687	0.0956253848341152	0.1660612261682223	0.263935513202454	0.0919147883970966	0.163797328	0.160013696	0.250990843
PBANKA_0302600	1.000556317	0.1747981774629378	0.3714229233917806	-0.514176350429329	0.794943784780045	-0.488954582	-0.666592544	-0.384167037	0.034452053	0.3794070734566999	0.4861539446495454	0.135460189186201	0.119960732301661	0.068759398	0.095681188	0.147838706
PBANKA_0303400	0.881494004	-0.5200123405295729	-0.1178767711449696	-0.32419877459561	1.1976914153943	0.289478241	-0.336202176	-0.508599286	0.111600635	0.2367175424172799	0.2549765107799842	0.53332965871089	0.107579457903462	0.068926913	0.073907417	0.334080455
PBANKA_0303600	0.219832867								0.054674335							
PBANKA_0303700	0.947674511	-0.0050057462271649	0.0699280826376433	-0.158363874391744	-0.402398296673842	-0.199561664	-0.298127866	-0.039834506	0.072814088	0.1980483060433642	0.1860678698445699	0.0782251942797899	0.397671352923816	0.124445439	0.112247792	0.222171378
PBANKA_0304200	0.185333567					-0.031249879	-0.192117054	7.295411681	0.0366919					1.466321425	0.850055251	0.892055879
PBANKA_0304500	0.380483277			-7.2437266066558	-2.23752453190463	-1.864565932	0.575347997	2.849050102	0.033933579			0.092485120543709	1.19322701909338	0.673081886	0.642269585	1.191831632
PBANKA_0304700	0.930123907	-0.2590386920198094	-0.1394374717890659	-0.590840426186156	0.0199157529673882	-0.775816501	-0.62962581	0.925449191	0.073295726	0.2582543816708039	0.1312255694468216	0.271908785697705	0.624464628780641	0.653700545	0.754918486	0.885466784
PBANKA_0304800	0.594520994	0.7181203385904811	0.6127057299651218	-0.675666655393803	-0.0093404727821413	-1.652511022	0.634670811	-3.027839067	0.112019021	0.4610857585758736	0.5327881741735837	0.0546056031234563	0.107757917950144	0.277851632	0.155673973	1.036178135
PBANKA_0305000	0.975686552	0.4929206653942813	0.0786643812212324	-0.518708481714639	0.0778122070970689	-0.173648625	-0.235348371	-0.215035214	0.056486251	0.2760293709823296	0.2941119761817886	0.10907926302754	0.188118405643883	0.077784639	0.079387526	0.172494584
PBANKA_0305100	1.044894228	0.036311290144856	-0.0742263925944306	-0.696883051407039	0.308301387315047	0.043084256	-0.00455299	-1.367006721	0.085221109	0.1730979189951125	0.2626169974341558	0.0970564115373998	0.419354396711344	0.133270302	0.102852495	0.264445617
PBANKA_0305800	0.355005921			-0.0065239837209814	-0.565602694107507	-2.199550129	-1.952195428	0.629029333	0.069164303			0.328838837805718	0.24576822495895	0.411036004	0.54666578	1.127034134
PBANKA_0306000	1.004921081	-3.163456141828325	-3.151660581188712	0.0149163352204895	0.374108959658329	-0.439285533	0.089853953	0.093957082	0.088978779	0.2726543757331095	0.2469105435740345	0.319405044484273	0.861376329262384	0.355835266	0.317554675	0.555165019
PBANKA_0306100	1.022369332	0.0801529920966221	0.1620959019555956	0.131009330475195	-6.5916209236184	-1.677060421	-1.553423572	-0.101642708	0.073311602	0.2173334996030675	0.1532498138336957	0.991573036788661	0.439052017251439	0.482655715	0.600529962	0.66966966
PBANKA_0306500	1.089945909	0.329467609493874	0.2896173137072079	0.899721724825932	0.740635176730814	-0.655930293	-0.036752658	-1.018527394	0.094417426	0.4049153372317413	0.2446938129131703	0.0429666973204165	0.447839858778874	0.163162827	0.125678694	0.333106623
PBANKA_0306600	1.055835042	0.3105079753041072	0.7875259985134208	0.351490656203018	-0.377804587590048	-0.547407673	-0.089124701	-0.787994129	0.069007836	0.3171683667638381	0.3026777804405636	0.0932515463891723	0.275382655261884	0.13025464	0.09060742	0.222426897
PBANKA_0307700	0.654961551			-1.1436951364224	-1.33956356399469	-0.950748821	-0.785524022	0.473056563	0.086098921			0.116676919271589	0.24384310647665	0.13184606	0.088207445	0.54551951
PBANKA_0307800	0.453582571			-2.86209719034055	-2.54141319147039	-2.67928741	2.25127675	2.04273716	0.134145846			0.528712410960299	0.0921726419016408	1.045296346	0.950497825	1.880029456
PBANKA_0308100	0.73211049	-0.1556378733371941	-0.0805180758803401	-0.542056454355736	-1.79211159983583	-0.625750553	-0.767821501	1.272627183	0.068491841	0.162110016555972	0.1664859547314589	0.20941823363237	0.337542724542583	1.00970457	1.002424174	0.906423434
PBANKA_0308200	0.841040496	-0.1653804606262124	-0.1502702967284118	-0.888442671617422	-0.181766113296424	-0.168467963	-0.760156398	-9.617579929	0.063341381	0.1665244661813977	0.2117273956472479	0.260886950238678	0.090563144805603	0.188442428	0.158422675	1.016300119
PBANKA_0308400	0.162868125			-0.635049099543583	-2.79362893154243	-1.481201214	-1.305817473	8.189254101	0.025436007			0.150428415548643	0.436555116487275	1.868720434	1.133929856	1.379525111
PBANKA_0308500	0.991652776	-0.1793903920041072	0.0157812697690573	0.112697443677277	-0.4475307017584	-0.167777424	-0.810593779	-1.923708904	0.022606125	0.0975976739867773	0.0983184702558361	0.134103814517363	0.122683340497235	0.201207034	0.111637171	0.175397915
PBANKA_0308600	0.41976465			-1.01784470779812	-1.48068235841199	-2.525948143	-0.190834841	2.266257524	0.052124782			0.348211382143812	1.07939389948287	0.197311736	0.198710644	0.440722472
PBANKA_0308900	0.774185972	-2.237353038093968	-1.943814784945717	0.961397094484011	-3.81513180218278	-0.597789279	-0.254675344	-1.423897655	0.099701034	0.6088589905231372	0.3673012172548585	0.380246425121939	0.735992980468544	0.196153567	0.231679876	0.467721405
PBANKA_0309600	0.730466629			-7.27820310127899	-4.03660481126207	-4.359113431	0.387394486	-3.596376546	0.09252743			1.07769683897327	0.123431847742152	0.255024196	0.461536847	0.625370719
PBANKA_0309700	0.919967936	-0.2003335896299528	0.0447231532984921	-0.257773422704052	0.251750625327971	-0.764119897	-0.50974444	0.032783304	0.121317818	0.1787334333174611	0.129997040644978	0.0930307216679576	0.234144188407968	0.266581128	0.35328008	0.661515025
PBANKA_0309800	0.79258025	-0.3216195367573521	-0.2966879945420686	-0.197882675834285	0.442079652587173	-0.018584525	-2.143165761	0.740239179	0.070709378	0.278816274258204	0.2854833626126196	0.398361416010357	0.222853018861079	1.876738595	2.798150148	3.398962019
PBANKA_0310000	0.899608792	-0.3308303763128918	-0.7055787679166774	-0.758115526818223	-3.96035342585266	-0.847182024	-0.68794007	-0.313459606	0.062862908	0.1760620657729669	0.1610949680279446	0.101374605973742	0.33756167860433	0.240684406	0.23978675	0.459392676
PBANKA_0310500	0.927875405	-0.2172280833123891	-0.1433215252600309			-0.423584183	-0.605469604	0.306296369	0.167737713	0.2448451542530773	0.2219364203070773			0.290704398	0.442807987	0.646981764
PBANKA_0311300	1.004201923	0.4574105366978979	0.2958816026377792	-1.22279304129906	-0.0718521472926231	-0.363202325	-0.318513036	-1.16725082	0.071557178	0.3683456044728207	0.393842905854253	0.0858991560488808	0.486778121300868	0.146405517	0.149751199	0.227261396
